,summary,config,name
0,"{'_runtime': 16.013902413, '_step': 99, '_timestamp': 1728555032.037708, '_wandb.runtime': 16, 'power_output': 789125.3782181842, 'reward': 0.0002192014939494956}","{'privileged': False, 'changing_wind': False, 'experiment_name': 'proportional_controller_SR_4wt_symmetric_unprivileged_fixed_wind', 'env': '4wt_symmetric', 'agent': 'proportional_controller_SR'}",proportional_controller_SR_4wt_symmetric_unprivileged_fixed_wind
